idCiudad,FK_idEstado,Nombre,Latitud,Longitud
17864,141,"Belfast",44.4453,-69.0334
17865,160,"Strattanville",41.1971,-79.2961
17866,149,"Byron",40.0428,-97.7511
17867,1134,"Arlon",49.683,5.817
17868,2625,"Pontpierre",49.536,6.029
17869,157,"Windham",41.2385,-81.0761
17871,154,"Fort Plain",42.9271,-74.711
17872,1922,"Brandenburg",52.417,12.55
17873,5044,"Samobor",45.803,15.718
17874,1648,"La Libertad",13.483,-89.317
17875,37,"New Liskeard",47.5,-79.667
17878,145,"Princeton",45.6019,-93.6306
17879,162,"Williston",33.3984,-81.4022
17880,151,"New London",43.4164,-71.9863
17882,152,"Gibbstown",39.8255,-75.2836
17883,152,"Somerdale",39.841,-75.0314
17884,135,"Erie",41.6811,-90.1121
17885,1494,"Pandrup",57.233,9.683
17887,162,"North Myrtle Beach",33.8215,-78.673
17888,128,"Woodstock",41.9714,-72.0176
17889,5392,"Marlow",51.57,-0.766
17891,154,"Chappaqua",41.1744,-73.769
17892,3941,"Senta",45.928,20.078
17893,35,"Masson",45.55,-75.417
17894,132,"Powder Springs",33.8752,-84.6983
17895,4008,"Vaxholm",59.4,18.333
17897,1077,"Sankt P",48.2,15.633
17899,122,"Gulf Shores",30.2473,-87.7577
17900,158,"Jay",36.4327,-94.7494
17901,168,"Greenbank",48.0783,-122.576
17902,155,"Vass",35.2142,-79.2428
17903,141,"Greene",44.1916,-70.1446
17904,5392,"Woodford",50.893,-4.538
17905,142,"Crownsville",39.0331,-76.6074
17906,160,"Mount Pleasant",40.1846,-79.4851
17907,1912,"Muellheim",47.8,7.6333
17909,142,"Manchester",39.6887,-76.8586
17911,145,"Hastings",44.682,-92.8732
17912,756,"Singapore",1.293,103.856
17914,142,"Elkridge",39.0285,-76.7125
17917,165,"Cumby",33.112,-95.7883
17918,146,"Sumrall",31.3235,-89.5695
17919,123,"Nenana",64.539,-149.089
17920,143,"Raynham",41.9389,-71.0535
17922,132,"Ila",34.1747,-83.2919
17923,37,"Marathon",48.75,-86.367
17924,160,"Pomeroy",39.9642,-75.8868
17925,2339,"Ibaraki",34.817,135.567
17926,135,"Lake Zurich",42.201,-88.0504
17927,37,"Lancaster",45.133,-74.5
17928,172,"Cambridge",44.6543,-72.8545
17929,4008,"Huddinge",59.233,17.983
17930,172,"Underhill",44.5378,-72.8938
17931,2335,"Gunma",36.3911,139.001
17932,160,"Dallastown",39.895,-76.6501
17933,148,"Pony",45.6069,-111.928
17934,160,"Millheim",40.8944,-77.4281
17935,129,"Claymont",39.8045,-75.4589
17936,160,"Duryea",41.3535,-75.7747
17937,165,"Terrel",32.44,-96.16
17938,144,"Wetmore",46.2946,-86.6255
17941,1364,"Recreo",-33.033,-71.583
17944,158,"Big Cabin",36.6748,-95.3018
17945,145,"Saint Francis",45.3995,-93.3856
17946,155,"Swansboro",34.7017,-77.1399
17948,144,"Quincy",41.9489,-84.8775
17949,144,"Burr Oak",41.8604,-85.3301
17950,154,"Long Island City",40.7457,-73.9381
17951,154,"Congers",41.1552,-73.9399
17953,137,"Gravity",40.8088,-94.7512
17955,131,"Lake Panasoffkee",28.899,-82.2001
17956,157,"Clayton",39.8568,-84.3421
17958,738,"Saint-Denis",-20.8956,55.4414
17959,5020,"Greymouth",-42.467,171.2
17960,123,"Craig",55.3767,-132.965
17961,5306,"Koningslo",50.9,4.367
17962,622,"Papeete",-17.533,-149.567
17963,168,"Sumner",47.1879,-122.183
17964,3998,"Arvidsjaur",65.583,19.167
17966,126,"Morongo Valley",34.062,-116.529
17967,4030,"Orsonnens",46.717,6.983
17968,1912,"Reutlingen",48.483,9.217
17969,4,"Bourke",-30.1,145.933
17970,126,"Sierra Madre",34.1653,-118.051
17971,3842,"Vrhnika",45.968,14.298
17976,3998,"",66.383,23.667
17977,42,"Sussex",45.717,-65.517
17978,42,"Petitcodiac",45.933,-65.167
17979,141,"Sangerville",45.1306,-69.3081
17980,1918,"Hennef",50.783,7.283
17982,3505,"Pateros",14.55,121.067
17983,1133,"Dilsen",51.033,5.733
17984,152,"Ringwood",41.1036,-74.2801
17985,136,"Metamora",39.4258,-85.1425
17986,37,"Calabogie",45.3,-76.717
17987,124,"Salome",33.9361,-113.555
17988,154,"Sayville",40.7472,-73.0832
17989,167,"Chincoteague",37.933,-75.379
17990,145,"Twin Cities",44.944,-93.093
17992,37,"Caledon",43.867,-80
17993,43,"Golden",51.3,-116.967
17994,145,"Eveleth",47.4232,-92.5107
17995,43,"Okanagan Falls",49.35,-119.57
17996,147,"Old Monroe",38.9362,-90.7728
17998,2442,"Salmiya",29.334,48.076
17999,1164,"Saginaw",0,0
18000,4659,"Mbabane",-26.317,31.133
18002,1133,"Lanaken",50.883,5.65
18003,152,"Oakland",41.0312,-74.241
18004,2984,"Goes",51.5,3.883
18005,132,"Lincolnton",33.7816,-82.4511
18006,3993,"V",57.75,16.633
18008,4115,"Nakorn Panom",17.4,104.783
18009,149,"Panama",40.5976,-96.5109
18010,4104,"Samudh Prakarn",13.6,100.6
18012,2909,"Sentul",3.183,101.683
18013,168,"Burbank",46.2022,-119.016
18014,36,"Fort Saskatchewan",53.717,-113.2
18015,159,"Canby",45.2216,-122.669
18016,159,"Aurora",45.2365,-122.798
18017,160,"Brockway",41.2521,-78.8597
18018,136,"Churubusco",41.225,-85.325
18019,132,"Wadley",32.8848,-82.3929
18020,3754,"Naklo",46.273,14.317
18021,138,"Walton",38.1306,-97.209
18022,2246,"Olgiate Olona",45.633,8.883
18023,160,"Mercer",41.2329,-80.2309
18024,131,"Oviedo",28.6612,-81.1645
18025,3941,"Kula",42.771,20.932
18026,3941,"Sombor",45.774,19.112
18027,159,"Clatskanie",46.0479,-123.274
18028,37,"Goderich",43.733,-81.7
18029,143,"Fairhaven",41.6398,-70.8717
18030,4008,"Tyres",59.233,18.3
18031,157,"New Concord",40.0355,-81.739
18032,35,"Saint-Basile ",46.75,-71.817
18033,37,"Vankleek Hill",45.517,-74.65
18035,137,"Adair",41.5232,-94.6432
18037,2254,"Trento",46.067,11.133
18038,154,"Northville",43.2819,-74.3419
18039,172,"Norwich",43.7524,-72.318
18040,1924,"Riesa",51.3,13.3
18041,5063,"Leskovac",42.176,20.728
18042,134,"Wallace",47.1697,-115.775
18043,43,"Lumby",50.25,-118.967
18045,131,"Callahan",30.5784,-81.8357
18046,1336,"Jiangyin",31.906,120.268
18047,37,"Rexdale",43.717,-79.567
18048,4108,"Chon Buri",13.367,100.983
18049,172,"Castleton",43.6401,-73.1505
18050,139,"Dawson Springs",37.196,-87.6728
18051,137,"Story City",42.1684,-93.6304
18052,131,"Lehigh Acres",26.6023,-81.6362
18053,124,"Pearce",31.9924,-109.696
18054,154,"Bohemia",40.7711,-73.1274
18055,736,"Toa Baja",18.446,-66.26
18056,36,"Barrhead",54.117,-114.4
18058,144,"Marysville",42.9109,-82.4822
18059,140,"Carencro",30.3321,-92.0496
18060,172,"South Londonberry",43.193,-72.815
18062,1812,"Martigues",43.4,5.05
18063,3684,"Gauteng",0,0
18064,5002,"Garhoud",0,0
18066,140,"Deville",31.3606,-92.2142
18068,2432,"Buchon",37.483,126.783
18069,2985,"Voorburg",52.067,4.367
18070,1921,"Wedel",53.583,9.717
18071,155,"Faison",35.1083,-78.1025
18073,4029,"Bienne",0,0
18074,165,"Kerens",32.1018,-96.199
18075,167,"Clifton Forge",37.8336,-79.7447
18076,142,"Swanton",39.4773,-79.2147
18077,2329,"Kamagaya",35.7676,140.002
18079,144,"Centreville",41.9193,-85.4978
18081,149,"Doniphan",40.7545,-98.3738
18082,2355,"Nakatsu",34.8,137.717
18083,36,"Crowsnest Pass",49.605,-114.43
18084,154,"Brewerton",43.2183,-76.1404
18086,5392,"Woolavington",51.168,-2.937
18087,3009,"Banepa",27.633,85.517
18088,2233,"Modiin",31.934,34.986
18089,145,"Dent",46.547,-95.7842
18090,125,"Mc Gehee",33.7019,-91.3196
18091,5390,"Dumfries",55.072,-3.605
18092,152,"Hamburg",41.1518,-74.5855
18093,164,"Mercer",35.4744,-89.0378
18094,154,"Liverpool",43.1217,-76.2067
18095,137,"Langworthy",42.1911,-91.2236
18097,32,"Santo ",-28.3,-54.267
18098,139,"Wilmore",37.8504,-84.672
18100,136,"Rome City",41.4767,-85.3679
18102,154,"Hamburg",42.7153,-78.8359
18103,160,"Albion",41.8831,-80.4041
18106,144,"Bronson",41.8442,-85.1858
18107,157,"Rockbridge",39.5376,-82.5737
18108,2251,"Olbia",40.917,9.517
18109,1,"Bacchus Marsh",-37.683,144.45
18110,2905,"Butterworth",5.417,100.4
18111,4106,"Klong Luang Peng",13.767,100.9
18112,2982,"Genemuiden",52.633,6.05
18113,160,"Bowmansdale",40.1662,-76.9784
18114,126,"Happy Camp",41.7569,-123.511
18115,4047,"Bex",46.25,7.017
18116,144,"La Salle",41.8521,-83.4639
18117,1491,"Farum",55.8,12.367
18118,2251,"Sassari",40.727,8.56
18120,4000,"Haninge",58.267,14.65
18121,168,"Wapato",46.4639,-120.412
18122,144,"Fowlerville",42.6682,-84.0758
18123,35,"Sainte-Julie",45.967,-73.717
18124,142,"Churchton",38.803,-76.5388
18125,156,"Wishek",46.2334,-99.6522
18126,1601,"Tallaght",53.283,-6.35
18128,162,"Norway",33.4403,-81.1145
18129,37,"Stirling",44.3,-77.55
18130,4010,"T",58.717,14.133
18131,152,"Ridgefield",40.8313,-74.0134
18132,160,"Shamokin Dam",40.8488,-76.8203
18133,36,"Saint Paul",53.983,-111.283
18134,140,"Broussard",30.1301,-91.9422
18135,122,"Albertville",34.2827,-86.1992
18136,169,"New Haven",38.985,-81.9683
18137,134,"Fruitland",43.9816,-116.91
18138,157,"Bedford",41.3816,-81.5301
18139,3941,"Kisac",45.351,19.729
18140,4192,"Adana",37.017,35.3
18141,4264,"Konya",37.867,32.517
18142,2233,"Ashdod",31.75,34.667
18143,1912,"Gaienhofen",47.683,8.983
18144,164,"Holladay",35.8965,-88.0828
18145,167,"Painter",37.58,-75.7971
18146,3941,"Zrenjanin",45.383,20.391
18148,147,"Mountain View",36.9676,-91.7186
18149,149,"Elba",41.3162,-98.6553
18150,135,"Winnetka",42.1029,-87.7571
18151,4026,"Herisau",47.4,9.267
18152,594,"Rarotonga",0,0
18153,594,"Avarua",-21.2,-159.767
18156,2244,"Ostia",41.75,12.3
18157,153,"Hagerman",33.0562,-104.131
18158,168,"Palouse",46.8894,-117.139
18160,736,"Manati",18.429,-66.493
18164,166,"Castle Dale",39.2182,-111.024
18166,126,"Jamestown",37.8573,-120.493
18167,4044,"Chiasso",45.833,9.033
18168,3407,"Batangas",13.75,121.05
18169,2242,"Scandiano",44.6,10.717
18171,5392,"Weymouth",50.614,-2.459
18172,139,"Pine Knot",36.6499,-84.3982
18176,162,"Cayce",33.9575,-81.0604
18178,135,"Prophetstown",41.5909,-89.9498
18179,162,"Westminster",34.655,-83.1402
18180,155,"King",36.3197,-80.3548
18182,2249,"Cuneo",44.383,7.533
18183,168,"Roy",46.9577,-122.459
18184,2252,"Trapani",38.017,12.483
18185,1492,"Tulleb",54.967,10.8
18188,144,"Chelsea",42.3129,-84.0322
18189,165,"Springtown",32.9715,-97.6513
18191,122,"Elba",31.4148,-86.0812
18192,164,"Friendship",35.9086,-89.1913
18193,1913,"Attenkirchen",48.5,11.767
18194,40,"Weyburn",49.667,-103.85
18196,3632,"Rass",25.87,43.502
18198,138,"Haviland",37.5596,-99.1586
18199,144,"Hadley",42.9521,-83.4017
18200,122,"RainbowCity",33.955,-86.042
18201,2242,"Sala Bolognese",44.617,11.25
18203,1918,"Lippstadt",51.667,8.35
18204,2439,"Safat",0,0
18205,756,"Queenstown",1.294,103.803
18206,3362,"Salonta",46.8,21.65
18207,171,"Glenrock",43.0973,-105.88
18214,144,"Macomb",42.6667,-82.9213
18216,1918,"Geldern",51.517,6.333
18218,143,"North Reading",42.5814,-71.0875
18219,2241,"torre del greco",40.783,14.367
18220,158,"Purcell",34.988,-97.4962
18222,154,"Perry",42.7304,-78.0113
18223,3126,"Winton",-46.333,168.267
18225,3362,"Oradea",47.067,21.933
18226,5127,"Semily",50.6,15.333
18227,5129,"Opava",49.95,17.917
18228,5123,"T",50,17.75
18229,5133,"Decin",50.783,14.217
18230,3450,"Antipolo",14.583,121.167
18231,136,"Gas City",40.4885,-85.6017
18232,1494,"Andrup",57.133,9.317
18233,5132,"Mlada Boleslav",50.417,14.9
18234,5129,"Frydek-Mistek",49.683,18.333
18235,5125,"Cheb",50.067,12.367
18236,5130,"Lan",49.9167,16.6166
18237,139,"Vine Grove",37.8337,-86.0614
18238,144,"Coleman",43.7358,-84.5617
18241,157,"Forest",40.7759,-83.5124
18242,5133,"Teplice",50.633,13.833
18243,5130,"Chocen",50,16.233
18244,122,"Cedar Bluff",34.2832,-85.6825
18245,2078,"Esztergom",47.8,18.75
18247,5122,"Blansko",50.7,14.1
18249,5132,"Kralupy Nad Vltavou",50.233,14.317
18250,4007,"Fagersta",60,15.783
18251,131,"Micanopy",29.5423,-82.2865
18252,1913,"Ingolstadt",49.662,9.928
18253,1913,"Traunstein",47.883,12.65
18257,5392,"Lakenheath",52.413,0.522
18258,131,"Silver Springs",29.2248,-81.9981
18259,1136,"Gavere",50.933,3.667
18261,167,"Gainesville",38.8214,-77.6262
18263,159,"Winchester",43.2832,-123.348
18264,138,"Arnold",38.6418,-100.055
18266,144,"Hamburg",42.4489,-83.8014
18267,147,"Smithton",38.6141,-93.1156
18268,157,"Clyde",41.307,-82.9604
18269,2244,"Castelnuovo Di porto",42.117,12.5
18271,157,"Olmsted Falls",41.374,-81.9211
18273,165,"Chico",33.3473,-97.8129
18274,1920,"Homburg",49.317,7.333
18275,127,"Springfield",37.4412,-102.623
18276,132,"Young Harris",34.9555,-83.879
18277,4056,"Sangre Grande",10.567,-61.133
18278,2911,"Sandakan",5.833,118.117
18279,2984,"Sluis",51.317,3.383
18280,2976,"Kootstertille",53.217,6.1
18281,155,"Zebulon",35.8277,-78.3112
18282,37,"Tillsonburg",42.867,-80.733
18283,137,"Ocheyedan",43.3762,-95.5121
18284,163,"Veblen",45.8363,-97.3443
18287,43,"Gibsons",49.4,-123.5
18288,147,"Cabool",37.1307,-92.1205
18289,170,"Lake Geneva",42.5685,-88.4719
18290,1923,"Lug",51.633,13.933
18292,168,"Mabton",46.13,-120.125
18294,158,"Carnegie",35.0913,-98.5548
18295,3392,"Sinnicolaul Mare",46.083,20.633
18296,132,"Ray City",31.0763,-83.2404
18297,2243,"Budoia",46.047,12.532
18298,3300,"Aveiro",40.633,-8.65
18299,160,"Sandy Lake",41.3373,-80.0445
18300,4729,"Whakatane",-37.983,177
18301,35,"Saint-Lambert",45.483,-73.5
18302,152,"Branchville",41.192,-74.754
18304,3315,"Sines",37.95,-8.867
18306,160,"Ford City",40.7122,-79.4954
18307,165,"Devine",29.1707,-98.9599
18308,135,"Loraine",40.1526,-91.2028
18309,35,"Riviere-du-Loup",47.833,-69.533
18310,1334,"wenzhou",28.019,120.654
18311,2322,"Nineveh",0,0
18312,145,"Harmony",43.57,-92.0698
18313,168,"South Bend",46.6035,-123.832
18314,35,"Saint-Pascal",47.517,-69.817
18315,37,"Westport",44.683,-76.4
18316,160,"Valley Forge",40.1039,-75.4364
18317,149,"Clarks",41.2531,-97.8499
18319,144,"Napoleon",42.1609,-84.2462
18321,2676,"Madagascar",-12.267,49.283
18322,147,"Gerald",38.3337,-91.2898
18324,149,"Snyder",41.7035,-96.7864
18325,5123,"Ceske Budejovice",48.983,14.467
18326,3589,"Artem",43.368,132.199
18327,1136,"Dendermonde",51.033,4.117
18328,3400,"Butuan City",8.95,125.533
18330,3311,"Vila Franca de Xira",38.95,-8.983
18331,1913,"Landsberg Am Lech",48.05,10.867
18332,37,"Dorset",45.233,-78.883
18333,152,"Pine Hill",39.784,-74.993
18334,5132,"Pribram",50.667,14.25
18335,140,"Haughton",32.5391,-93.5257
18336,5132,"Obecnice",49.717,13.95
18337,160,"Center Valley",40.5452,-75.4231
18338,2240,"Vibo Valentia",38.667,16.1
18341,154,"Forest Hills",40.7228,-73.845
18342,2900,"Jasin",2.317,102.433
18343,1129,"Reet",51.1,4.417
18344,155,"Maiden",35.5801,-81.1472
18348,2179,"Cochin",9.9396,76.2577
18350,152,"Windsor",40.2367,-74.5876
18351,736,"Cabo Rojo",18.089,-67.146
18352,158,"Pond Creek",36.6449,-97.8295
18353,133,"Waikoloa",19.8292,-155.837
18354,196,"Juarez",30.317,-108.083
18355,122,"Gardendale",33.7057,-86.8471
18357,3219,"Shekhupura",31.7222,73.9767
18358,166,"Grantsville",40.666,-112.527
18359,3003,"Stryn",61.917,6.783
18360,2990,"Frogner",60.017,11.1
18362,3684,"Boksburg",-26.217,28.25
18363,128,"Granby",41.9592,-72.801
18364,155,"Cherryville",35.3791,-81.3649
18365,162,"Denmark",33.3307,-81.1532
18366,37,"Dorchester",42.98,-81.07
18367,125,"Alma",35.5028,-94.1879
18368,2907,"Ulu Kelang",3.167,101.75
18369,2901,"Jelebu",2.933,102.083
18370,122,"Geneva",31.0669,-85.9172
18373,4036,"Les Geneveys-sur-Coffrane",47.033,6.85
18374,158,"Choctaw",35.4577,-97.2616
18375,134,"Blackfoot",43.2718,-112.406
18376,170,"Pittsville",44.4101,-90.2968
18377,5131,"Stod",49.633,13.167
18378,5034,"Omi",43.445,16.689
18379,133,"Kalaheo",21.9366,-159.512
18380,2983,"Zeist",52.1,5.233
18381,2907,"Serdang",3.033,101.717
18383,5126,"N",50.417,16.167
18384,72,"Akumal",20.417,-87.3
18385,1244,"Smolyan",41.583,24.683
18386,165,"Groves",29.9495,-93.9207
18388,155,"Bailey",35.8145,-78.0863
18389,1079,"Zell am See",47.317,12.783
18390,125,"Rison",33.947,-92.1633
18391,2980,"Oosterhout",51.6435,4.85705
18392,135,"Sandwich",41.6407,-88.6469
18394,4051,"Arima",10.633,-61.283
18396,135,"Mulkeytown",37.9667,-89.1298
18397,160,"Williamstown",40.5905,-76.6297
18398,1967,"Kalamata",37.033,22.117
18399,144,"Reese",43.4678,-83.6843
18400,145,"Morton",44.5872,-95.0328
18401,4008,"Botkyrka",59.233,17.817
18402,4042,"Solothurn",47.233,7.517
18403,157,"Avon Lake",41.4945,-82.016
18405,154,"Guilford",42.4316,-75.4759
18406,689,"Saint Julians",35.914,14.4896
18407,37,"Keene",44.25,-78.167
18408,160,"Derry",40.3607,-79.2914
18409,165,"Valley View",33.5118,-97.2724
18411,646,"Tai Po",22.45,114.167
18412,1803,"Charenton-le-Pont",48.817,2.417
18413,4975,"Nouakchott",18.1,-15.95
18414,134,"Nezperce",46.2791,-116.241
18415,128,"New Canaan",41.1589,-73.4989
18416,152,"North Arlington",40.7871,-74.1265
18417,169,"Shepherdstown",39.4249,-77.8196
18418,5127,"Jablonec nad Nisou",50.717,15.183
18419,2676,"Nosy-Be",-23.6,47.6
18421,160,"Horsham",40.1879,-75.1531
18423,157,"Fostoria",41.1667,-83.402
18424,136,"Cannelton",38.0928,-86.4878
18425,157,"Perrysville",40.6625,-82.3165
18426,168,"Selah",46.8035,-120.674
18427,168,"Waitsburg",46.2912,-118.138
18428,137,"Remsen",42.8222,-95.9188
18429,160,"Spring Mills",40.8626,-77.5742
18430,131,"Chiefland",29.4507,-82.9224
18431,135,"Alsip",41.6719,-87.7294
18432,126,"Midpines",37.5845,-119.966
18433,167,"Studley",37.6756,-77.2911
18434,37,"Blenheim",42.333,-82
18435,136,"Westville",41.5386,-86.9094
18436,5392,"Birkenhead",53.389,-3.045
18437,154,"Hancock",41.9099,-75.1815
18438,171,"Mills",43.0311,-106.57
18441,144,"Elk Rapids",44.9097,-85.3964
18442,124,"Black Canyon City",34.1207,-112.159
18443,132,"Wrens",33.2099,-82.356
18445,155,"Dunn",35.3147,-78.6151
18446,144,"Riga",41.8002,-83.7845
18447,132,"Oconee",32.8543,-82.95
18448,1918,"Dormagen",51.1,6.833
18449,3833,"Trzic",46.367,14.317
18450,122,"Parrish",33.708,-87.255
18451,147,"Bernie",36.683,-90.0139
18452,4,"Bankstown",-33.917,151.033
18453,132,"Cave Spring",34.1268,-85.3467
18454,136,"Crane",38.8381,-86.8142
18455,144,"Laingsburg",42.8816,-84.3589
18456,137,"Scarville",43.466,-93.6549
18459,1604,"Leixlip",53.367,-6.483
18461,2247,"Jesi",43.517,13.233
18463,4008,"Vallentuna",59.533,18.083
18466,3723,"Sentjost",46.25,14.317
18467,145,"Mound",44.9465,-93.6803
18468,154,"Johnson City",42.1768,-76.0035
18469,2999,"Jevnaker",60.2389,10.3941
18470,148,"Ashland",45.5351,-106.27
18471,143,"Hull",42.2829,-70.8734
18472,4637,"Swakopmund",-22.6769,14.53
18473,35,"Les M",48.983,-66.983
18474,1943,"Katerini",40.2667,22.5
18477,160,"Carnegie",40.4095,-80.1154
18480,2149,"Sidoarjo",-7.45,112.717
18482,2149,"Pasuruan",-7.6422,112.909
18483,164,"Jonesborough",36.2983,-82.503
18484,756,"Choa Chu Kang",1.383,103.75
18485,137,"Ellsworth",42.2973,-93.5256
18486,137,"Clive",41.6083,-93.7732
18487,2182,"Ahmednagar",19.0946,74.745
18488,4008,"Liding",59.3681,18.1509
18490,138,"Udall",37.3896,-97.0968
18492,5392,"Lowestoft",52.472,1.718
18493,158,"Rattan",34.3066,-95.2672
18497,2030,"Jonestown",0,0
18500,147,"De Soto",38.0925,-90.5691
18503,127,"Carbondale",39.2397,-107.216
18504,5116,"Mostar",43.343,17.808
18505,46,"Hay River",60.8092,-115.788
18507,154,"Farmington",42.9767,-77.3372
18508,736,"Ponce",18.013,-66.614
18509,2887,"Morelos",28.4106,-100.891
18510,1804,"Nimes",43.8339,4.36003
18511,157,"Millersport",39.8979,-82.5378
18512,125,"Emerson",33.085,-93.1613
18518,144,"Walkerville",43.7696,-86.098
18519,136,"Covington",40.1199,-87.3559
18520,125,"Cave City",35.929,-91.5142
18521,170,"Sussex",43.1492,-88.2347
18522,2365,"Nerima",35.733,139.65
18523,586,"Nanhai",0,0
18524,4044,"Bellinzona",46.1961,9.0297
18525,139,"Bellevue",39.1006,-84.477
18532,1916,"Oberursel",50.2,8.5833
18534,165,"White Deer",35.4212,-101.199
18536,165,"Burkburnett",34.0937,-98.61
18538,2442,"Ahmadi",29.077,48.084
18539,126,"Bonita",32.6653,-117.016
18540,1922,"Rathenow",52.6047,12.3156
18543,4590,"Bien Hoa",10.95,106.817
18545,142,"Derwood",39.1396,-77.1362
18546,1912,"Hockenheim",49.3167,8.55
18547,26,"Tangar",-14.63,-57.48
18548,137,"Orange City",43.0807,-96.0387
18549,2625,"Dudelange",49.4667,6.0833
18553,126,"Hawaiian Gardens",33.8304,-118.074
18554,43,"Shearwater",52.1383,-128.084
18556,144,"Champion",46.4837,-87.8524
18557,126,"Douglas City",40.6167,-122.897
18558,3311,"Cascais",38.6942,-9.4239
18559,3998,"",66.317,22.833
18560,4090,"Nana Plaza",0,0
18563,160,"Houston",40.2593,-80.2386
18564,2985,"Schiedam",51.9174,4.39739
18565,158,"Langley",36.4639,-95.0478
18567,1336,"NanTong",0,0
18568,2851,"Muscat",23.6158,58.6044
18569,2851,"Ruwi",23.591,58.55
18570,1372,"Puerto Varas",-41.3167,-72.9834
18571,135,"Kinderhook",39.6606,-91.1822
18572,3684,"Benoni",-26.183,28.317
18573,5392,"Winsford",53.194,-2.516
18574,5392,"Nantwich",53.068,-2.515
18575,5392,"Alsagers Bank",53.033,-2.291
18576,5392,"St Helens",53.454,-2.746
18577,5392,"Northwich",53.257,-2.517
18578,5392,"Kidsgrove",53.087,-2.246
18579,5392,"Radway Green",53.087,-2.336
18580,143,"Ipswich",42.6812,-70.8495
18581,172,"Rochester",43.8653,-72.8298
18582,37,"Ingersoll",43.033,-80.883
18583,122,"Fort Rucker",31.3928,-85.7233
18584,37,"Campbellford",44.3,-77.8
18587,157,"Barnesville",39.9851,-81.1697
18588,3,"Maroochydore",-26.65,153.1
18591,2242,"Gambettola",44.123,12.343
18592,135,"Benld",39.0928,-89.7992
18594,152,"Plainsboro",40.3338,-74.5836
18595,2981,"Beverwijk",52.4708,4.67
18596,2981,"Castricum",52.55,4.6667
18597,2981,"Uitgeest",52.5333,4.7167
18598,153,"Lovington",32.9094,-103.48
18599,5023,"Naantali",60.4599,22.0729
18600,3361,"Bacau",46.567,26.9
18601,1,"Eltham",-37.733,145.15
18602,1,"Newstead",-37.117,144.067
18603,144,"Thompsonville",44.5364,-85.9235
18605,135,"Sparta",38.1133,-89.7153
18606,137,"Eddyville",41.155,-92.5747
18609,136,"Orleans",38.6433,-86.4481
18610,3,"Burpengary",-27.167,152.95
18611,144,"Ravenna",43.2128,-85.971
18612,147,"Greenwood",38.8215,-94.3094
18615,5392,"Sudbury",52.04,0.734
18617,165,"Blanco",30.0977,-98.3984
18618,2365,"Hachioji",35.65,139.333
18619,4005,"Dorotea",64.267,16.4
18622,165,"Red Oak",32.515,-96.8153
18624,165,"Midlothian",32.4665,-96.9884
18625,165,"Italy",32.1739,-96.8817
18626,165,"Ferris",32.5206,-96.6077
18627,5392,"Penrith",54.667,-2.752
18628,5392,"Kendal",54.326,-2.746
18632,144,"Milan",42.0828,-83.683
18633,152,"Runnemede",39.8519,-75.0768
18634,1133,"Peer",51.133,5.467
18638,157,"New Carlisle",39.9604,-84.0096
18639,128,"South Windsor",41.8353,-72.5722
18642,2372,"Ginoza",26.4932,127.967
18643,2365,"Mitaka",35.68,139.562
18644,3935,"Mollerusa",41.633,0.9
18647,137,"Spirit Lake",43.4265,-95.1547
18648,126,"Corona del mar",33.6005,-117.854
18650,37,"Waterdown",43.333,-79.883
18654,127,"Delta",38.6986,-108.144
18655,171,"Meeteetse",44.1406,-109.108
18660,144,"St.Clair",42.821,-82.486
18661,136,"Hanover",38.7056,-85.4906
18662,164,"Middleton",35.0918,-88.9039
18663,147,"Crystal City",38.2311,-90.378
18664,2980,"Valkenswaard",51.35,5.4833
18665,139,"Russell Springs",37.0704,-85.0327
18666,1,"Boolarra",-38.383,146.267
18667,1918,"Altena",51.3,7.6667
18668,37,"Staples",42.17,-82.6
18669,37,"Comber",42.233,-82.55
18670,37,"Saint. Joachim",42.27,-82.63
18672,157,"Rossford",41.5982,-83.5591
18673,165,"Port O'Connor",28.448,-96.406
18674,170,"North Prairie",42.9406,-88.4009
18675,142,"Lusby",38.3848,-76.4416
18676,5,"Yorketown",-35.033,137.6
18679,1,"Sorrento",-38.317,144.733
18680,157,"Canfield",41.005,-80.7708
18682,5392,"Altrincham",53.384,-2.353
18684,172,"Winooski",44.4955,-73.1839
18685,170,"Arena",43.1367,-89.9481
18686,147,"Ravenwood",40.3645,-94.6816
18689,169,"Glen Dale",39.9634,-80.7073
18690,158,"Tuttle",35.2692,-97.7782
18691,157,"Northfield",41.3128,-81.5476
18692,136,"Webster",39.9012,-84.9412
18694,126,"Running Springs",34.1964,-117.089
18695,4,"Camden",-34.05,150.7
18696,144,"Utica",42.6515,-83.0312
18698,137,"Pella",41.4226,-92.9246
18699,137,"Le Grand",42.0058,-92.7766
18700,3680,"Westville",-29.833,30.933
18701,136,"Flora",40.5423,-86.4581
18703,1920,"Merzig",49.4467,6.6325
18706,160,"Kingston",41.2768,-75.8997
18707,160,"Nescopeck",41.0389,-76.1727
18708,3,"Emerald",-23.533,148.167
18710,136,"Remington",40.7796,-87.1832
18711,136,"Boswell",40.5201,-87.3785
18712,2625,"Bertrange",49.6167,6.05
18713,169,"Hillsboro",38.1931,-80.2861
18716,122,"Weaver",33.7598,-85.8118
18717,2,"Claremont",-42.783,147.25
18718,164,"Signal Mountain",35.1861,-85.3266
18719,135,"Ridott",42.3054,-89.4733
18721,165,"Carlton",31.9055,-98.1337
18722,4008,"Taby",59.717,18.517
